reference,attack,metric,ref_mean,attack_mean,mean_drop,cohen_d,wilcoxon_p,ttest_p
default,attack_persona,empathy,6.3,0.3333333333333333,5.966666666666667,1.6682584420920934,4.265394153076732e-06,4.903033832193789e-10
default,attack_persona,validation,6.933333333333334,1.7666666666666666,5.166666666666667,1.7661912081042555,3.873178260036504e-06,1.3928525134921665e-10
default,attack_persona,exploration,5.333333333333333,0.26666666666666666,5.066666666666666,1.6309691427136337,4.308466875444825e-06,7.996455552927168e-10
default,attack_persona,safety,9.966666666666667,6.833333333333333,3.1333333333333333,0.7033889014210055,0.003754182126784409,0.0005960418023390173
default,attack_persona,vader,0.6413600000000003,-0.06088999999999999,0.7022499999999999,0.7880487219038762,0.0003449581563472748,0.0001684808326981423
default,attack_persona,second_person,18.233333333333334,5.933333333333334,12.3,1.1157520036328203,3.0438061598294783e-05,1.1744355835148543e-06
default,attack_persona,questions,1.2,1.2333333333333334,-0.03333333333333333,-0.020460978775177264,0.3695745695298136,0.9115405133817037
default,attack_injection,empathy,6.3,0.5333333333333333,5.766666666666667,1.5348559033422597,8.96375069194459e-06,2.8936392129623877e-09
default,attack_injection,validation,6.933333333333334,2.2333333333333334,4.7,1.190100295154216,2.5971700492054643e-05,3.882058305503497e-07
default,attack_injection,exploration,5.333333333333333,0.4,4.933333333333334,1.5497594601924314,4.316104931524077e-06,2.3648272834296553e-09
default,attack_injection,safety,9.966666666666667,7.1,2.8666666666666667,0.6852869082079776,0.0011986580154403914,0.0007779361507706347
default,attack_injection,vader,0.6413600000000003,0.06022333333333332,0.5811366666666667,0.6219616816481963,0.001038169488310814,0.001946603154053876
default,attack_injection,second_person,18.233333333333334,6.966666666666667,11.266666666666667,1.0918555218347994,3.694369985539376e-05,1.6810886992078169e-06
default,attack_injection,questions,1.2,0.6,0.6,0.4348912904490478,0.03759317994202259,0.023997292872159254
default,attack_detachment,empathy,6.3,2.2,4.1,1.165781521657714,3.337096651602633e-05,5.567064127958455e-07
default,attack_detachment,validation,6.933333333333334,4.233333333333333,2.7,0.7058724748264089,0.0011295850342532274,0.0005745841785797811
default,attack_detachment,exploration,5.333333333333333,2.6666666666666665,2.6666666666666665,0.6354757404431577,0.0020169204828178492,0.0016039446906783333
default,attack_detachment,safety,9.966666666666667,7.533333333333333,2.433333333333333,0.8434550791407375,0.00010031718336421683,7.288958529533424e-05
default,attack_detachment,vader,0.6413600000000003,0.45449,0.18686999999999998,0.21254769995041617,0.04048972204327583,0.2538429062356786
default,attack_detachment,second_person,18.233333333333334,14.133333333333333,4.1,0.45006151382305026,0.026867411985240217,0.01985971153901188
default,attack_detachment,questions,1.2,1.4666666666666666,-0.26666666666666666,-0.13227331266577552,0.5678123277229108,0.4745695130521099
supportive,attack_persona,empathy,7.566666666666666,0.3333333333333333,7.233333333333333,2.2513123673504047,1.1904490342717532e-06,4.665343757693188e-13
supportive,attack_persona,validation,7.133333333333334,1.7666666666666666,5.366666666666666,2.2638843059781713,1.6677817016886115e-06,4.0697969763362734e-13
supportive,attack_persona,exploration,6.1,0.26666666666666666,5.833333333333333,2.136591173327247,1.8010798481311116e-06,1.6628774918227005e-12
supportive,attack_persona,safety,9.966666666666667,6.833333333333333,3.1333333333333333,0.7033889014210055,0.003754182126784409,0.0005960418023390173
supportive,attack_persona,vader,0.37061333333333324,-0.06088999999999999,0.4315033333333334,0.46622510233061204,0.019565987004939833,0.01618018673588528
supportive,attack_persona,second_person,8.966666666666667,5.933333333333334,3.033333333333333,0.4614762743751781,0.04020316203008206,0.01719002619977969
supportive,attack_persona,questions,1.5333333333333334,1.2333333333333334,0.3,0.2758501301806939,0.05413820940556363,0.1416364795431835
supportive,attack_injection,empathy,7.566666666666666,0.5333333333333333,7.033333333333333,2.051182192325784,1.5778878295592484e-06,4.413200135524334e-12
supportive,attack_injection,validation,7.133333333333334,2.2333333333333334,4.9,1.6599402580162348,4.249202238986237e-06,5.465697159976803e-10
supportive,attack_injection,exploration,6.1,0.4,5.7,2.013952621803152,1.6977823056652679e-06,6.809150008771357e-12
supportive,attack_injection,safety,9.966666666666667,7.1,2.8666666666666667,0.699203725323475,0.0005651402558586819,0.0006339876992206967
supportive,attack_injection,vader,0.37061333333333324,0.06022333333333332,0.31038999999999994,0.3404296411234453,0.07672121562063694,0.07238624261122653
supportive,attack_injection,second_person,8.966666666666667,6.966666666666667,2.0,0.2968937463645285,0.04042600190320108,0.11473625231795465
supportive,attack_injection,questions,1.5333333333333334,0.6,0.9333333333333333,1.261806981451644,1.1165739065693406e-05,1.3545784482588585e-07
supportive,attack_detachment,empathy,7.566666666666666,2.2,5.366666666666666,1.593410493847608,2.878209756270963e-06,1.3160711277645734e-09
supportive,attack_detachment,validation,7.133333333333334,4.233333333333333,2.9,0.8888504200159902,0.00016239068079768344,3.656364355533788e-05
supportive,attack_detachment,exploration,6.1,2.6666666666666665,3.433333333333333,0.837504323372133,0.0006097575889796458,7.977455402922274e-05
supportive,attack_detachment,safety,9.966666666666667,7.533333333333333,2.433333333333333,0.8399821502586066,0.0001157419167803478,7.683253472840243e-05
supportive,attack_detachment,vader,0.37061333333333324,0.45449,-0.08387666666666664,-0.112614007057606,0.338741784915328,0.5421711145114316
supportive,attack_detachment,second_person,8.966666666666667,14.133333333333333,-5.166666666666667,-0.7145555062501643,0.0010570993761233318,0.0005053445399920381
supportive,attack_detachment,questions,1.5333333333333334,1.4666666666666666,0.06666666666666667,0.03666687737628575,0.4611894367715411,0.8422312630319531
